Order,Species,MCAll,MCp,MCpf,MCc,MCg,MCh,AlloAll,SM,BMf,LT,GT,IBI,BMn,BMw,BMin,LS,LpY,ML,NoC
Carnivora,Canis_lupus,1,1,1,0,0,0,1,1,31100.00079,45.50000035,63.24118514,365.0001139,425,NA,NA,4.700000001,2.000000002,20.00000002,8611
Carnivora,Canis_mesomelas,1,1,1,0,0,0,1,1,7199.999993,34.1,62.49999995,273.7500001,177.2000002,NA,NA,3.889999997,1.315068493,14.00000001,249
Carnivora,Canis_simensis,1,1,1,0,0,0,1,1,12800.00001,69.60000006,63.61000006,364.9999996,NA,NA,NA,4,0.986301369,NA,103
Cetacea,Caperea_marginata,0,0,0,0,0,0,0,0,3199999.998,NA,NA,NA,NA,NA,NA,0.980000001,NA,NA,61
Artiodactyla,Capra_hircus,0,0,0,0,0,0,1,0,24999.9995,159.687492,152.4052754,365.0001139,1900,NA,NA,1.714999999,0.986301063,20.8,124163
Artiodactyla,Capra_ibex,0,0,0,0,0,0,0,0,40000.0008,136.8749899,167.1090614,547.4998443,2780.000001,15683.38999,12903.39,1.1,0.657534434,20.89999999,547
Artiodactyla,Capreolus_capreolus,0,0,0,0,0,0,0,0,24660.39337,110.2604092,195.8844674,365.0001139,1090,NA,NA,2.000000002,0.986301063,15,9124
Carnivora,Caracal_caracal,0,0,0,0,0,0,0,0,9680.000952,122.5000032,69.50243176,365.0001139,198.7499998,NA,NA,2.100000001,0.986301063,20.3,224
Rodentia,Castor_canadensis,1,1,0,0,0,0,1,1,12999.99999,46.50000001,111.5900001,NA,415.17,NA,NA,3.600000002,1,25.00000002,1023
Rodentia,Castor_fiber,1,1,0,0,1,0,0,1,20090.92813,60.17999994,106.4200001,NA,550.2699996,4199.989996,3649.719996,2.95,1,24.00000002,645
Rodentia,Cavia_porcellus,0,0,0,0,0,0,0,0,630.3999993,16.67999999,66.99000003,NA,79.91000006,212.34,132.43,3.449999999,4.999999996,14.79999999,412418
Primates,Cebus_albifrons,0,0,0,0,0,0,1,0,2111.500069,273.7499824,154.8816619,547.4998443,229.85,917.6899995,687.8400004,1,0.657534434,40.49999998,400
Primates,Cebus_apella,0,0,0,0,0,0,1,0,2465.285714,263.1199997,154.9899999,657.0000007,231.3800001,1113.05,881.6700008,1.05,0.547945205,45.10000001,6202
Primates,Cebus_capucinus,0,0,0,0,0,0,1,0,2768.666666,514.0699998,161.0600001,790.8300003,238.3600001,1349.989998,1111.630001,1.010000001,0.455217936,54.79999994,778
Primates,Cebus_olivaceus,0,0,0,0,0,0,1,0,2616.249998,725.8599994,NA,792.0499994,NA,NA,NA,1.010000001,0.45451676,47.00000001,113
Artiodactyla,Cephalophus_dorsalis,0,0,0,0,0,0,0,0,11587.77356,NA,238,NA,1611.370001,NA,NA,1,NA,17.50000001,47
Cetacea,Cephalorhynchus_commersonii,0,0,0,0,0,0,0,0,56000,NA,NA,NA,5834.739995,NA,NA,0.980000001,NA,18,121
Cetacea,Cephalorhynchus_hectori,0,0,0,0,0,0,0,0,56000,355.65,NA,NA,NA,NA,NA,1,0.42,NA,111
Perissodactyla,Ceratotherium_simum,0,0,0,0,0,0,0,0,1500000.141,456.2500237,532.1082593,956.6035759,48099.99996,274482.3498,226382.3501,1,0.376331439,49.99999996,590
Primates,Cercocebus_torquatus,0,0,0,0,0,0,0,0,6194.410751,NA,168.9800001,434.3500002,NA,NA,NA,1.010000001,0.828824681,46.00000003,303
Primates,Cercopithecus_ascanius,0,0,0,0,0,0,0,0,3621.200003,146.5399999,148.5000001,1580.450001,371.0000003,NA,NA,1.010000001,0.227783226,28.30000003,234
Primates,Cercopithecus_campbelli,0,0,0,0,0,0,0,0,2574.999998,362.9300002,180.7999999,NA,NA,NA,NA,1.020000001,NA,30.00000002,128
Primates,Cercopithecus_cephus,0,0,0,0,0,0,0,0,2857.999997,362.9300002,169.51,NA,337.1899997,NA,NA,1.010000001,NA,36.00000002,111
Carnivora,Cerdocyon_thous,1,1,1,0,0,0,0,1,5999.999995,89.99999804,55.97576015,243.3335544,140.0000001,NA,NA,3.000000002,1.479450711,12.7,287
Artiodactyla,Cervus_elaphus,0,0,0,0,0,0,1,0,229553.3336,104.64,235.6099999,NA,8255.820009,43977.20003,35721.37997,1.09,NA,24.69999999,19911
Artiodactyla,Cervus_nippon,0,0,0,0,0,0,0,0,28641.7797,197.6999999,223.6600002,NA,4277.110003,NA,NA,1,NA,26.29999997,1721
Primates,Cheirogaleus_crossleyi,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
Primates,Cheirogaleus_major,0,0,0,0,0,0,0,1,380.2500002,47.13999998,70,NA,18.07999999,NA,NA,2.259999999,NA,15,63
Primates,Cheirogaleus_medius,1,0,0,0,0,1,0,1,166,60.64999997,61.78999997,364.9999996,14.65000001,NA,NA,2.039999998,0.986301369,19.3,197
Rodentia,Chinchilla_lanigera,0,0,0,0,0,0,0,0,799.834255,NA,112.47,NA,39.59000002,NA,NA,1.870000002,NA,11.29999999,219
Rodentia,Chiropodomys_gliroides,0,0,0,0,0,0,0,0,22.00000001,16.87000002,20.13000001,NA,2.789999998,NA,NA,1.649999999,NA,3.600000002,26
Primates,Chiropotes_satanas,0,0,0,0,0,0,0,0,2720,NA,157.6700001,NA,NA,NA,NA,1,NA,19.59999998,130
Primates,Chlorocebus_aethiops,0,0,0,0,0,0,1,0,3162.27766,217.7600001,NA,NA,NA,NA,NA,NA,NA,30.80000004,657
Pilosa,Choloepus_didactylus,0,0,0,0,0,0,0,0,8029.999163,152.0833254,289.7343588,608.3338739,364.0000003,NA,NA,1,0.591780296,36.80000003,97
Carnivora,Chrysocyon_brachyurus,1,1,0,0,1,0,0,1,22849.99998,118.9999999,63.47999999,NA,372.2900001,NA,NA,2.000000002,NA,15,308
Carnivora,Civettictis_civetta,0,0,0,0,0,0,0,0,11920.00122,101.4999901,66.98846094,212.1421666,323.9999998,617.6500003,293.6499999,2.200000001,1.696975222,27.99999998,75
Primates,Colobus_guereza,0,0,0,0,0,0,1,0,8700.571433,387.7900003,169.0199999,486.6600002,444.9200005,1532.739999,1087.819999,1,0.739736161,24.49999998,395
Primates,Colobus_polykomos,0,0,0,0,0,0,1,0,7661.999159,182.5000131,174.5822153,459.0003324,599.9999995,1240,640,1,0.784313158,30.49999998,168
Artiodactyla,Connochaetes_taurinus,0,0,0,0,0,0,1,0,184899.9952,256.6666841,251.7676928,365.0001139,17749.99998,51051.33001,33301.33001,1,0.986301063,21.5,550
Chiroptera,Corynorhinus_rafinesquii,0,0,0,0,0,0,0,0,9.450000011,21.00000001,55.27000005,NA,2.449999998,NA,NA,1,1,NA,108
Rodentia,Cricetus_cricetus,0,0,0,0,0,0,0,0,190,24.85,19.49999998,131.3999999,4.709999999,87.4700001,82.76,7.140000004,2.000000002,3.999999997,609
Soricomorpha,Crocidura_russula,1,0,0,0,0,1,0,0,7.939999956,23.50000204,29.24152378,28.50000919,0.8,5.890000003,5.089999996,3.650000005,12.63157488,3.199999998,529
Soricomorpha,Crocidura_shantungensis,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Carnivora,Crocuta_crocuta,0,0,0,0,0,0,1,0,55299.99601,288.9583176,109.9005839,485.1454917,1460.000001,14499.99001,13039.98999,1.914999999,0.742045441,41.10000001,1088
Rodentia,Cryptomys_hottentotus,0,0,0,0,0,0,1,1,60.23000511,27.99999798,85.50667129,133.00011,8,24.77000002,16.77000002,2.100000001,2.000000002,NA,240
Rodentia,Ctenomys_talarum,0,0,0,0,0,0,0,0,123.732,34.8,102.67,NA,8,NA,NA,4.340000005,1.5,3.000000002,204
Carnivora,Cuon_alpinus,1,1,1,0,0,0,1,1,13799.99999,58.00000086,61.51768727,365.0001139,275.0000001,NA,NA,3.499999997,0.986301063,16.00000001,219
Carnivora,Cynictis_penicillata,0,0,0,0,0,0,1,1,642.5,41.76,56.82999999,364.9999996,NA,NA,NA,2.15,0.986301369,15.2,90
Rodentia,Cynomys_gunnisoni,0,0,0,0,0,0,0,0,686.0000005,36.65,29.63999998,NA,NA,NA,NA,4.48,1,NA,127
Rodentia,Cynomys_ludovicianus,0,0,0,0,0,0,1,0,767.2142859,45.57000004,33.46000003,NA,15.24,123.5899999,108.3500001,4.429999998,1,11,819
Rodentia,Cynomys_parvidens,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4.889999999,1,NA,37
Chiroptera,Cynopterus_sphinx,0,0,0,0,0,0,0,0,54.600625,32.48999997,120,NA,11,25.00000002,14.00000001,1.5,2.000000002,10,312
Carnivora,Cystophora_cristata,0,0,0,0,0,0,0,0,200909.2813,9.499999994,334.5800001,364.9999996,21992.69999,43097.09003,21104.39001,1,0.986301369,NA,460
Artiodactyla,Dama_dama,0,0,0,0,0,0,0,0,38300.0023,149.0416672,230.1441817,365.0001139,4700.000001,16720.37999,12020.37999,1,0.986301063,25.00000002,2424
Artiodactyla,Damaliscus_pygargus,0,0,0,0,0,0,0,0,63900.00616,152.0833254,235.5049284,365.0001139,6875.000008,21189.56001,14314.55999,1.5,0.986301063,23,189
Rodentia,Dasymys_incomtus,0,0,0,0,0,0,0,0,99.00000009,30.00000002,NA,NA,NA,30.00000002,30.00000002,2.669999998,NA,NA,27
Rodentia,Dasyprocta_leporina,0,0,0,0,0,0,0,1,3828.247433,140.0000001,106.39,NA,NA,NA,NA,1.400000001,NA,17.79999999,104
Rodentia,Dasypus_novemcinctus,0,0,0,0,0,0,0,0,5701.642723,136.8699999,133.9999999,NA,96.48000005,NA,NA,3.960000001,NA,22.3,1006
Dasyuromorphia,Dasyurus_geoffroii,0,0,0,0,0,0,0,0,889.9999864,155.0000007,17.74189481,365.0001139,0.01275,29.89,29.87724999,5.500000006,1,3.000000002,55
Dasyuromorphia,Dasyurus_maculatus,0,0,0,0,0,0,0,0,2437.499998,134.9899999,21.00000001,364.9999996,NA,700,700,4.469999999,1,3.999999997,144
Dasyuromorphia,Dasyurus_viverrinus,0,0,0,0,0,0,0,0,880.0000564,139.9999885,20.74913517,365.0001139,0.02,402.8299997,402.8100003,5.249999995,1,6.800000005,169
Primates,Daubentonia_madagascariensis,0,0,0,0,0,0,0,0,2572.000212,281.3541983,166.341265,760.4173196,124.4999999,1535.000001,1410.500002,1,0.42,24.30000002,259
Cetacea,Delphinapterus_leucas,0,0,0,0,0,0,0,0,1360799.998,669.1666679,395.3666201,1003.751021,57000.00004,NA,NA,1,0.41,39.99999997,1501
Cetacea,Delphinus_delphis,0,0,0,0,0,0,0,0,80000,405.0500005,296.8900002,NA,7069.650008,39999.99002,32930.34002,0.980000001,NA,20.00000002,980
Perissodactyla,Diceros_bicornis,0,0,0,0,0,0,0,0,886800.0318,585.5208977,463.4469197,1049.375692,34999.99997,426865.4796,391865.4804,1,0.34306112,49,843
Rodentia,Dicrostonyx_groenlandicus,0,0,0,0,0,0,0,0,66.04999666,16.99999916,20.98939884,24.49999524,4.45,22.8,18.35000002,3.600000002,2.000000002,3.300000001,272
Didelphimorphia,Didelphis_virginiana,0,0,0,0,0,0,0,0,1849.999998,100,12.56029964,136.8749583,0.14,125,124.8600001,8.100000002,2.000000002,6.600000007,1683
Rodentia,Dipodomys_merriami,0,0,0,0,0,0,0,0,36.57499707,20.74999995,28.37919028,54.00002986,3.300000001,16.99999999,13.7,2.549999997,1.750000001,9.699999994,508
Rodentia,Dipodomys_spectabilis,0,0,0,0,0,0,0,0,NA,23.47000002,23.49999999,41.99999996,7.740000006,NA,NA,2.669999998,2.000000002,12.7,278
Rodentia,Dolichotis_patagonum,0,0,0,0,0,0,1,0,8329.999973,67.99999801,97.49896377,99.61460106,581.8500005,NA,NA,1.79,3.499999997,14.4,92
Chiroptera,Eidolon_helvum,0,0,0,0,0,0,0,0,214.3048748,60.82999994,164.3600002,NA,48.27999995,90.06000008,41.78000003,1.079999999,1,21.80000002,226
Carnivora,Eira_barbara,0,0,0,0,0,0,0,0,3950.000003,94.45999995,66.73999995,NA,82.99999993,1655.670001,1572.669999,2.139999998,NA,22.3,124
Macroscelidea,Elephantulus_brachyrhynchus,0,0,0,0,0,0,0,1,48.66666666,NA,NA,74.99999993,NA,NA,NA,1.540000001,4.799999996,NA,22
Macroscelidea,Elephantulus_intufi,0,0,0,0,0,0,0,1,57.00000582,34.99999643,51.0505,67.00003044,10,NA,NA,1.289999999,5.37313189,8.799999997,18
Macroscelidea,Elephantulus_myurus,0,0,0,0,0,0,0,1,59.30000091,22.99999809,50.0034535,48.99999097,8.100000002,NA,NA,1.945000002,3.000000002,1.1,63
Proboscidea,Elephas_maximus,0,0,0,0,0,0,1,0,2859999.999,218.2600001,634.4900004,1186.249999,96999.99994,NA,NA,1.410000001,0.303477344,80,1429
Carnivora,Enhydra_lutris,0,0,0,0,0,0,1,0,22950.00001,136.8749899,237.1373706,547.4998443,1894.375001,12414.81999,10520.44499,1,0.657534434,30.00000002,1159
Chiroptera,Epomophorus_wahlbergi,0,0,0,0,0,0,0,0,83.18481996,668.7999993,156.4299999,NA,NA,NA,NA,0.990000001,2.000000002,10.10000001,79
Chiroptera,Epomops_buettikoferi,0,0,0,0,0,0,0,0,102.3000001,55.65000004,139.9199998,NA,23.23000001,47.25999997,24.03000001,0.980000001,2.000000002,NA,19
Chiroptera,Epomops_franqueti,0,0,0,0,0,0,0,0,91.75149999,NA,161.7699998,NA,20.00000002,70,49.99999996,1,2.000000002,NA,42
Chiroptera,Eptesicus_fuscus,0,0,0,0,0,0,0,0,17.73000002,34.17999997,52.14000002,NA,3.209999997,13.19999999,9.989999995,1.849999998,1,19,2363
Perissodactyla,Equus_asinus,0,0,0,0,0,0,0,0,1909853.259,NA,366.9999998,NA,29249.99,32500,3250.009998,1,NA,47.00000001,7750
Perissodactyla,Equus_burchellii,0,0,0,0,0,0,0,0,280550.0174,334.5833306,371.5352291,385.0002398,32449.99999,165361.1401,132911.14,1,0.935064353,39.99999997,137
Perissodactyla,Equus_caballus,0,0,0,0,0,0,1,0,991999.9996,341.76,338.9699997,547.5000006,37899.98997,NA,NA,1,1,61.99999993,196741
Perissodactyla,Equus_grevyi,0,0,0,0,0,0,0,0,349999.9643,273.7499824,406.4433292,582.0147619,39999.99997,NA,NA,1,0.5,22.00000001,187
Perissodactyla,Equus_zebra,0,0,0,0,0,0,0,0,248100.0204,304.1666538,363.0780548,653.9582154,30000.00002,117097.7801,87097.77988,1,0.35,24.00000002,297
Rodentia,Erethizon_dorsatum,0,0,0,0,0,0,0,0,6823.386941,16.27,210.9899999,NA,490.5899995,NA,NA,1,NA,18,279
Erinaceomorpha,Erinaceus_europaeus,0,0,0,0,0,0,0,0,NA,39.99999997,36.98000002,NA,15.53999998,234.9999999,219.4600001,4.640000005,1.5,11.70000001,1258
Primates,Erythrocebus_patas,0,0,0,0,0,0,1,0,6317.000336,42.00000093,167.4942876,361.9586835,504.5000005,2202.460001,1697.96,1.010000001,0.994588655,23.9,1143
Cetacea,Eschrichtius_robustus,0,0,0,0,0,0,0,0,25000000.02,211.7099999,379.9000004,638.7499998,499999.9996,NA,NA,1,0.5,70,677
Cetacea,Eubalaena_australis,0,0,0,0,0,0,0,0,NA,296.33,361.9800003,1213.62,NA,NA,NA,NA,0.296633213,70,276
Artiodactyla,Eudorcas_thomsonii,0,0,0,0,0,0,0,0,20900.00067,93.2499999,166.14,193.9,2500.000002,NA,NA,1,1.856627129,20.00000002,119
Primates,Eulemur_fulvus,0,0,0,0,0,0,0,0,2249.999906,135.0000098,119.9499303,547.4998443,75.20000007,NA,NA,1.030000001,0.657534434,36.99999999,534
Primates,Eulemur_macaco,0,0,0,0,0,0,0,0,2463.99998,152.0833254,127.9381304,365.0001139,61.99999993,NA,NA,1.020000001,1,30.00000002,213
Primates,Eulemur_mongoz,0,0,0,0,0,0,0,1,1713.166668,151.1299999,128.9999999,NA,59.48000002,NA,NA,1.110000001,1,30.00000002,113
Primates,Eulemur_rubriventer,0,0,0,0,0,0,1,1,2463.99998,151.2200001,126.9899999,NA,84.96999995,NA,NA,1.010000001,NA,20.00000002,132
Carnivora,Eumetopias_jubatus,0,0,0,0,0,0,1,0,287550.0186,349.7916999,341.9794425,365.0001139,18250.00001,NA,NA,1,0.986301063,32.80000002,962
Carnivora,Felis_catus,0,0,0,0,0,0,0,0,NA,NA,62.98999995,NA,112.9999999,NA,NA,NA,NA,34,12073
Carnivora,Felis_chaus,0,0,0,0,0,0,0,0,5849.999999,95.48999993,62.88,130.0099999,135.4999999,2212.499998,2077.000002,2.939999997,2.000000002,20.00000002,128
Carnivora,Felis_concolor,0,0,0,0,0,0,0,0,43140.00002,89.99999991,93.0000001,NA,339.5000003,NA,NA,3.499999997,NA,20.00000002,1012
Carnivora,Felis_silvestris,0,0,0,0,0,0,0,0,4090,73.12500352,65.46361741,148.2501017,106.4500001,587.5999998,481.1499999,3.754999997,2.000000002,18,1238
Carnivora,Fossa_fossana,0,0,0,0,0,0,0,0,1600.000064,73.02083587,84.72274141,365.0001139,70,NA,NA,1,0.986301063,11,19
Rodentia,Funambulus_pennantii,0,0,0,0,0,0,0,0,85.56000475,59.5000047,41.49540426,152.0834654,6.55,NA,NA,3.000000002,2.500000002,NA,25
Rodentia,Funambulus_tristriatus,0,0,0,0,0,0,0,0,127,125.6899999,NA,NA,5.869999997,NA,NA,2.640000001,NA,NA,31
Primates,Galago_alleni,0,0,0,0,0,0,0,0,263.2500001,NA,133,364.9999996,23.93000002,NA,NA,1.289999999,1,12,38
Primates,Galago_demidoff,0,0,0,0,0,0,0,0,NA,43.46999998,111.0000001,364.9999996,9.890000009,NA,NA,1.289999999,1.5,14.00000001,5
Primates,Galago_moholi,0,0,0,0,0,0,0,0,NA,90.45999991,122.29,182.5000001,11.73,94.99999994,83.27000007,1.600000001,1.97260274,16.6,96
Primates,Galago_senegalensis,0,0,0,0,0,0,1,0,196.9999881,100.2999924,124.4514612,223.5625219,11.70000001,122.47,110.7700001,1.712499999,2.000000002,17.09999998,529
Primates,Galagoides_zanzibaricus,0,0,0,0,0,0,0,0,134.3249999,NA,122.9999999,NA,14.54999999,NA,NA,1.319999999,2.000000002,NA,11
Primates,Galea_musteloides,0,0,0,0,0,0,1,0,NA,31.13000002,53.89999998,53.09999999,37.38999999,113.68,76.29000002,2.6,7,3.499999997,116
Carnivora,Galerella_pulverulenta,0,0,0,0,0,0,0,0,692.3064519,NA,NA,NA,20.19,NA,NA,2.249999999,NA,11.70000001,17
Carnivora,Galerella_sanguinea,0,0,0,0,0,0,0,0,439.9999995,54.44000006,61.26999995,182.5000001,NA,NA,NA,2.500000002,2.000000002,12.6,44
Carnivora,Galidia_elegans,0,0,0,0,0,0,0,1,809.9999648,60.83333136,78.52356346,365.0001139,48.75,509.5700002,460.8200004,1,1,13.19999999,27
Artiodactyla,Gazella_dorcas,0,0,0,0,0,0,0,0,13000.00143,45.62500237,172.1868575,290.8499544,1500,4001.140003,2501.140001,1,1.237751613,17.09999998,178
Artiodactyla,Gazella_gazella,0,0,0,0,0,0,0,0,17999.99979,89.3750093,182.3895702,228.1250621,2124.999998,NA,NA,1.5,1.578081763,12,229
Carnivora,Genetta_genetta,0,0,0,0,0,0,0,0,1799.999979,61.91667127,72.61059574,182.5000551,77.75000005,NA,NA,1.624999999,1.972602145,34,244
Carnivora,Genetta_tigrina,0,0,0,0,0,0,0,0,1846.000001,87.76999993,71.48000003,304.1600003,85.50000005,NA,NA,2.76,1.183587585,21.29999998,43
Rodentia,Geocapromys_ingrahami,0,0,0,0,0,0,0,0,660.0000007,5.839999998,109.21,325,76.67999996,250.0000002,173.3199999,1.039999999,1.107692308,5.999999995,18
Rodentia,Geomys_bursarius,0,0,0,0,0,0,0,0,147.4999999,34.9,18.49999998,NA,5.109999998,22.49999999,17.39,3.139999999,1,7.199999993,253
Rodentia,Georychus_capensis,0,0,0,0,0,0,0,0,188.5999998,21.83000001,43.74000003,NA,8.119999995,265,256.8800003,5.94,2.000000002,NA,86
Rodentia,Gerbillurus_paeba,0,0,0,0,0,0,0,0,NA,22.84000002,26,NA,2.089999999,13.49000001,11.39999999,3.640000003,NA,NA,91
Rodentia,Gerbillus_perpallidus,0,0,0,0,0,0,0,0,NA,NA,20.21999999,NA,2.239999998,17.22999998,14.99000001,4.650000001,NA,5.499999994,18
Rodentia,Gerbillus_pyramidum,0,0,0,0,0,0,0,0,36.99999999,27.50000001,22.14000002,NA,2.500000002,14.83,12.33000001,3.300000001,4.999999996,8.199999993,168
Artiodactyla,Giraffa_camelopardalis,0,0,0,0,0,0,1,0,832499.9191,197.7083447,452.8975799,608.3338739,55249.99995,NA,NA,1.059999999,1,36.20000004,1721
Rodentia,Glaucomys_sabrinus,0,0,0,0,0,0,0,0,NA,65.00000005,39.99999997,NA,5.64,39.74000002,34.1,3.000000002,1,12.99999999,346
Rodentia,Glaucomys_volans,0,0,0,0,0,0,0,0,79.0678628,57.23000001,39.49000002,116.7499999,3.610000001,46.20000005,42.58999999,3.130000003,2.000000002,19,289
Cetacea,Globicephala_melas,0,0,0,0,0,0,0,0,800000,608.3299995,479.0599998,NA,180000,NA,NA,1,NA,59.99999995,397
Primates,Gorilla_gorilla,0,0,0,0,0,0,0,0,84999.99497,486.6666655,257.0395783,1438.099714,2100.000001,18967.66999,16867.67001,1,0.250330347,47.00000001,7075
Rodentia,Grammomys_macmillani,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Carnivora,Gulo_gulo,0,0,0,0,0,0,0,0,9879.998986,87.44792322,168.2674061,821.2492766,86.05000007,NA,NA,3.000000002,0.5,18,611
Carnivora,Halichoerus_grypus,0,0,0,0,0,0,1,0,173999.9807,18.37499798,349.945167,365.0001139,14354.37501,42148.54005,27794.16498,1,0.986301063,42.89999998,1680
Primates,Hapalemur_aureus,0,0,0,0,0,0,0,0,NA,NA,142.4999999,364.9999996,NA,NA,NA,1.010000001,0.986301369,NA,45
Primates,Hapalemur_griseus,0,0,0,0,0,0,0,0,841.0000081,182.5000131,142.5607594,334.5830995,45.20000002,NA,NA,1,1.075965883,23.3,231
Primates,Hapalemur_simus,0,0,0,0,0,0,0,0,NA,NA,148.9999999,NA,NA,NA,NA,NA,NA,17.60000001,57
Carnivora,Helogale_parvula,1,1,0,1,1,1,1,1,249.8749999,21.00000001,54.08000001,141.94,NA,NA,NA,3.49,2.249999999,10,58
Afrosoricida,Hemicentetes_semispinosus,0,0,0,0,0,0,0,0,113.2400363,21.5,53.07000005,NA,7.389999993,NA,NA,5.319999996,1.5,NA,27
Artiodactyla,Hemitragus_jemlahicus,0,0,0,0,0,0,0,0,44977.98549,NA,195.7599998,364.9999996,2699.999999,NA,NA,1.010000001,0.986301369,21.80000002,125
Carnivora,Herpestes_javanicus,0,0,0,0,0,0,0,0,530.0000371,42.00000093,48.19477976,152.0834654,25.00000002,275.0000001,250.0000002,2.375,2.000000002,16.6,108
Rodentia,Heterocephalus_glaber,0,0,0,0,0,0,1,1,NA,27.28,70.49000007,81.09999996,1.859999999,11,9.140000006,11.29999999,4.500000002,31.00000001,805
Artiodactyla,Hippopotamus_amphibius,0,0,0,0,0,0,0,0,1353500.124,334.5833306,235.5049284,696.5415051,40100.00004,206389.4402,166289.4401,1,1,54.30000005,351
Artiodactyla,Hippotragus_equinus,0,0,0,0,0,0,0,0,259500.0226,182.5000131,277.9713268,316.9998086,16499.99999,NA,NA,1,1.135647374,16.99999999,201
Artiodactyla,Hippotragus_niger,0,0,0,0,0,0,0,0,218999.9925,212.9166871,271.0191632,365.0001139,16499.99999,NA,NA,1,0.986301063,19.79999999,247
Carnivora,Histriophoca_fasciata,0,0,0,0,0,0,0,0,NA,24.49999998,299.1800001,364.9999996,10245.24999,26154.28001,15909.03001,1,0.986301369,NA,80
Carnivora,Hyaena_brunnea,0,0,0,0,0,0,1,0,43899.99998,302.4399997,95.79999998,532.2899997,693.0900003,27399.98998,26706.89998,2.3,0.676323058,12.99999999,147
Carnivora,Hyaena_hyaena,0,0,0,0,0,0,0,0,26599.99776,136.8749899,89.94975815,237.2498792,663.9999994,NA,NA,2.500000002,1.517387496,24.00000002,209
Rodentia,Hydrochoerus_hydrochaeris,0,0,0,0,0,0,0,0,42200.00477,109.75,150.7299999,NA,1500,NA,NA,3.49,1,12,571
Rodentia,Hydromys_chrysogaster,0,0,0,0,0,0,0,0,465.5000157,29.72500251,34.91403155,60.83338739,25.00000002,150,125,3.999999997,2.500000002,7.299999998,87
Artiodactyla,Hydropotes_inermis,0,0,0,0,0,0,0,0,12217.9966,NA,175.49,NA,1016.19,NA,NA,3.000000002,NA,13.89999999,172
Carnivora,Hydrurga_leptonyx,0,0,0,0,0,0,0,0,366999.9998,30.40999999,272.7900001,364.9999996,29999.99,52308.57005,22308.57999,0.96,0.986301369,NA,246
Primates,Hylobates_lar,0,0,0,0,0,0,1,1,5352.71428,725.8599994,212.91,983.6699989,398.8600001,1025.019999,626.1600003,1.010000001,0.365976394,31.50000002,792
Cetacea,Hyperoodon_ampullatus,0,0,0,0,0,0,0,0,2133600.002,364.9999996,364.9999996,NA,NA,NA,NA,1,0.7,36.99999999,137
Chiroptera,Hypsignathus_monstrosus,0,0,0,0,0,0,0,0,265.0039998,NA,125.1400001,NA,39.29999997,163.9199999,124.62,1.400000001,2.000000002,NA,63
Rodentia,Hystrix_cristata,0,0,0,0,0,0,0,1,13803.84265,NA,79.19000001,NA,NA,NA,NA,1.729999999,2.000000002,27.99999998,204
Carnivora,Ictonyx_striatus,0,0,0,0,0,0,0,0,647.9999912,55.99999652,35.97493352,365.0001139,13.74999999,NA,NA,2.500000002,1,14.00000001,32
Cetacea,Inia_geoffrensis,0,0,0,0,0,0,0,0,96499.99992,NA,314.2499997,NA,6799.989999,NA,NA,1,NA,30.00000002,257
Peramelemorphia,Isoodon_macrourus,0,0,0,0,0,0,0,0,1050.000002,60.00000685,12.24616199,60.49994781,0.1729,150,149.8271002,3.015000004,2.660000002,6.800000005,293
Rodentia,Jaculus_jaculus,0,0,0,0,0,0,0,0,60.70000125,60.83333136,44.97798549,91.25002666,2.000000002,NA,NA,3.499999997,1.5,7.299999998,105
Cetacea,Kogia_breviceps,0,0,0,0,0,0,0,0,NA,NA,NA,NA,81999.99993,62599.99997,NA,0.969999999,NA,16.99999999,280
Cetacea,Lagenorhynchus_acutus,0,0,0,0,0,0,0,0,182000,547.5000006,319.3699998,NA,24000.00002,NA,NA,1.220000001,0.41,26.99999999,212
Cetacea,Lagenorhynchus_obscurus,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
Rodentia,Lagostomus_maximus,0,0,0,0,0,0,0,0,3342.85714,55.68000005,155.7300001,NA,195.9999998,543.4599994,347.4599997,1.93,1.25,9.400000009,247
Rodentia,Lagurus_lagurus,0,0,0,0,0,0,0,1,20.90000067,21.00000025,19.9986187,27.50001939,1.25,5.750000004,4.500000002,3.205000001,5.249999995,3.800000003,149
Artiodactyla,Lama_glama,0,0,0,0,0,0,0,0,NA,131.7,342.7399997,NA,8999.990002,29000.00001,20000.01001,1,1,28.90000002,5588
Artiodactyla,Lama_pacos,0,0,0,0,0,0,0,0,NA,210.0000001,323.6999997,NA,7583.999994,NA,NA,1,NA,NA,1647
Chiroptera,Lasionycteris_noctivagans,0,0,0,0,0,0,0,0,10.79999999,35.99000003,53.54999998,NA,1.920000001,10.10000001,8.180000006,1.769999999,1,12,450
Diprotodontia,Lasiorhinus_latifrons,0,0,0,0,0,0,0,0,25999.99713,270.0000223,20.74913517,365.0001139,0.5,3999.999997,3999.499999,1,0.986301063,29.89999998,155
